regNum;fullTitle;dept;dNum;titleString;day;time1;time2;location;building;room;credit;enrollment;available;max;distributions;distCode;distDescription;prerequisites;description
10242;BISC 219 Genetics with Laboratory;BISC;219;Genetics with Laboratory;F;01:00 pm;04:30 pm ;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;(s);The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include: organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.&nbsp||Students must attend lab during the first week in order to continue in the course.&nbsp|</em>|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab. Please plan your schedule accordingly.
13984;BISC 307 Advanced Topics in Ecology with Laboratory;BISC;307;Advanced Topics in Ecology with Laboratory;TF;09:50 am;11:00 am ;Science Center-558;Science Center;558;1.25;7;5;12;;NPS;Natural and Physical Science;None.;Topic for 2016-17: Ecosystem Ecology|Ecosystems are essential to sustaining life on Earth. The emergent structure and function of ecosystems are regulated by feedbacks between biological and physical systems from the microscopic to the global scale. We will study how ecosystems cycle carbon and nutrients and how the energy balance of ecosystems creates critical feedbacks with climate. We will also examine the role that humans play in managing, creating, and using services from ecosystems in our current era of rapid global change. Students will develop statistical skills working with real datasets from the Long-Term Ecological Research (LTER) network and will gain experience collecting new field data from nearby LTER sites to understand temporal and spatial patterns of ecosystem processes.
13988;BISC 307 Advanced Topics in Ecology with Laboratory;BISC;307;Advanced Topics in Ecology with Laboratory;F;01:00 pm;04:30 pm ;Science Center-384;Science Center;384;0;7;5;12;;NPS;Natural and Physical Science;None.;<br />
12063;BISC 311 Evolutionary Developmental Biology with Laboratory;BISC;311;Evolutionary Developmental Biology with Laboratory;TF;09:50 am;11:00 am ;Science Center-155;Science Center;155;1.25;11;1;12;;NPS;Natural and Physical Science;(s);The diversity of organismal forms has fascinated human beings for centuries. How did butterflies get eyespots? What is the evolutionary origin of bird feathers? How did snakes get to be so long? How did humans evolve? The field of evolutionary developmental biology, or evo-devo, integrates the long-separate fields of evolutionary biology and developmental biology to answer these questions. In this course, we will explore topics such as the evolution of novelties, body plan evolution, developmental constraints, convergent evolution, and the role of environmental changes in evolution. Through reading of original papers, we will examine recent advances made in evo-devo and critically analyze the role of evo-devo in biology and the implications beyond biology. Students will have the opportunity to design and conduct an independent research project using arthropods.
12064;BISC 311 Evolutionary Developmental Biology with Laboratory;BISC;311;Evolutionary Developmental Biology with Laboratory;Th;01:00 pm;04:30 pm ;Science Center-304;Science Center;304;0;11;1;12;;NPS;Natural and Physical Science;(s);The diversity of organismal forms has fascinated human beings for centuries. How did butterflies get eyespots? What is the evolutionary origin of bird feathers? How did snakes get to be so long? How did humans evolve? The field of evolutionary developmental biology, or evo-devo, integrates the long-separate fields of evolutionary biology and developmental biology to answer these questions. In this course, we will explore topics such as the evolution of novelties, body plan evolution, developmental constraints, convergent evolution, and the role of environmental changes in evolution. Through reading of original papers, we will examine recent advances made in evo-devo and critically analyze the role of evo-devo in biology and the implications beyond biology. Students will have the opportunity to design and conduct an independent research project using arthropods.
14222;BISC 315 Neuroendocrinology with Laboratory;BISC;315;Neuroendocrinology with Laboratory;TF;09:50 am;11:00 am ;Science Center-261A;Science Center;261A;1.25;11;1;12;;EC;NPS;(s);Hormones act throughout the body to coordinate basic biological functions such as development, differentiation, and reproduction. This course will investigate how hormones act in the brain to regulate physiology and behavior. We will study how the major neuroendocrine axes regulate a variety of functions, including brain development, reproductive physiology and behavior, homeostasis, and stress. The regulation of these functions by hormones will be investigated at the molecular, cellular, and systems levels. Laboratory experiments will explore various approaches to neuroendocrine research, including the detection of hormone receptors in the brain and analysis of behavior.
14223;BISC 315 Neuroendocrinology with Laboratory;BISC;315;Neuroendocrinology with Laboratory;T;12:30 pm;04:00 pm ;Science Center-318;Science Center;318;0;11;1;12;;EC;NPS;(s);Hormones act throughout the body to coordinate basic biological functions such as development, differentiation, and reproduction. This course will investigate how hormones act in the brain to regulate physiology and behavior. We will study how the major neuroendocrine axes regulate a variety of functions, including brain development, reproductive physiology and behavior, homeostasis, and stress. The regulation of these functions by hormones will be investigated at the molecular, cellular, and systems levels. Laboratory experiments will explore various approaches to neuroendocrine research, including the detection of hormone receptors in the brain and analysis of behavior.
13331;BISC 316 Molecular Genetics with Laboratory;BISC;316;Molecular Genetics with Laboratory;TF;11:10 am;12:20 pm ;Science Center-155;Science Center;155;1.25;12;0;12;;NPS;Natural and Physical Science;(s);Molecular genetic techniques, which allow us to identify, analyze and manipulate genes, have revolutionized our understanding of how organisms develop and function. This course focuses on the use of molecular genetic and genomic approaches to dissect and manipulate complex biological systems. In this semester-long project-based course, students will use these approaches to pursue an original research question in a genetic model organism. &nbsp|Seminar-style class sessions will focus on critical analysis, presentation and discussion of the primary literature relevant to the research project. In the laboratory, students will gain experience with a variety of current molecular genetic methods (e.g. DNA cloning and sequencing, PCR, genomic analysis, RNAi, gene knock-outs, mutagenesis, bioinformatics) with an emphasis on experimental design and data analysis.
13332;BISC 316 Molecular Genetics with Laboratory;BISC;316;Molecular Genetics with Laboratory;T;12:30 pm;04:00 pm ;Science Center-304;Science Center;304;0;12;0;12;;NPS;Natural and Physical Science;(s);Molecular genetic techniques, which allow us to identify, analyze and manipulate genes, have revolutionized our understanding of how organisms develop and function. This course focuses on the use of molecular genetic and genomic approaches to dissect and manipulate complex biological systems. In this semester-long project-based course, students will use these approaches to pursue an original research question in a genetic model organism. &nbsp|Seminar-style class sessions will focus on critical analysis, presentation and discussion of the primary literature relevant to the research project. In the laboratory, students will gain experience with a variety of current molecular genetic methods (e.g. DNA cloning and sequencing, PCR, genomic analysis, RNAi, gene knock-outs, mutagenesis, bioinformatics) with an emphasis on experimental design and data analysis.
11274;BISC 334 Seminar: The Biology of Stem Cells;BISC;334;Seminar: The Biology of Stem Cells;W;09:50 am;12:20 pm ;Science Center-267;Science Center;267;1;12;0;12;;NPS;Natural and Physical Science;(s);In this course, we will study stem cells in terms of molecular, cellular, and developmental biology. We will focus on different types of stem cells, particularly embryonic stem cells, adult stem cells, and induced pluripotent stem cells. More specifically, we will explore how stem cells develop, the criteria by which stem cells are defined, and stem cell characteristics under investigation. Current research in the areas of disease, potential stem cell therapies, and regenerative medicine will also be discussed. Bioethical issues related to stem cell biology will be described. Students will present and discuss original literature throughout the course.
12635;BISC 336 Seminar: Immunology;BISC;336;Seminar: Immunology;W;09:50 am;12:20 pm ;Science Center-558;Science Center;558;1;12;0;12;;NPS;Natural and Physical Science;(s);In this course, we will analyze the molecular, cellular, and biochemical mechanisms involved in the development and function of the immune system. We will also explore the immunological basis of infectious diseases (e.g. influenza and tuberculosis), allergic disorders, autoimmune diseases (e.g. multiple sclerosis and rheumatoid arthritis), immunodeficiency syndromes (e.g. AIDS), transplantation, and cancer. &nbsp|This course will utilize a combination of lectures to introduce new material, seminar-style discussions of primary research articles, and student presentations.
12636;BISC 338 Seminar: The Biology of Social Insects;BISC;338;Seminar: The Biology of Social Insects;W;02:15 pm;04:45 pm ;Science Center-155;Science Center;155;1;12;0;12;;NPS;Natural and Physical Science;(s);Warfare, communication, agriculture, and caring for family are phenomena that are typically attributed to human societies, but social insects do these same things. In this course, we will explore the weird and wonderful world of social insects to discover their diverse strategies for success. We will learn about how conflict and selfishness have shaped the cooperative effort that characterizes these seemingly utopian communities. Topics will include the natural history of social insects, self organization in systems, models of division of labor, communication, and an examination of some of the biological oddities that have arisen as a result of kin selection. The format for the course will consist of demonstrations of basic principles, followed by discussion and presentation of classic literature and groundbreaking current research.
12798;BISC 340 Calderwood Seminar in Public Writing: Biology in the News;BISC;340;Calderwood Seminar in Public Writing: Biology in the News;F;01:30 pm;04:00 pm ;Science Center-155;Science Center;155;1;11;1;12;;NPS;Natural and Physical Science;(s);While scientists have made great progress understanding the intricate details of many biological processes, the scientific literacy of the general public has not kept pace with these exciting developments. The goal of this writing-intensive seminar is to synthesize knowledge from a wide range of biological disciplines and to learn how to communicate important biological concepts to a broad audience. Students will review articles from the primary literature, decide which findings are relevant, and work on making the information and the scientific process transparent, accessible, and interesting to non-experts. The goal of the work is to help people to make educated choices, e.g., about health and environmental issues, by writing short articles for media ranging from the newspaper to the website of an NGO.
14078;BISC 348 Seminar: Muscle and Movement;BISC;348;Seminar: Muscle and Movement;M;01:30 pm;04:00 pm ;Science Center-267;Science Center;267;1;12;0;12;;NPS;Natural and Physical Science;(s);Muscle driven movement is a defining feature of animal life. This course will explore the evolution, structure, and mechanical performance of muscle. Topics will include: the evolutionary origins of muscle| the molecular basis for force production| the excitation and control of muscle contraction| the role of muscle motors in animal movement| and changes in muscle performance associated with training, aging and disease. Emphasis will be placed on discussion of the primary literature, including foundational studies and recent research in the field.

11578;CAMS 101 Introduction to Cinema and Media Studies;CAMS;101;Introduction to Cinema and Media Studies;MTh;11:10 am;12:20 pm ;Collins Cinema-CIN;Collins Cinema;CIN;1;16;14;30;;ARS;Arts, Music, Theatre, Film and Video;(s);CAMS 101 introduces students to the study of audio-visual media, including oral, print, photographic, cinematic, broadcast, and digital media forms and practices. Using a case study approach, we will explore the nature of audio-visual communication/representation in historical, cultural, disciplinary, and media-specific contexts, and examine different theoretical and critical perspectives on the role and power of media to influence our social values, political beliefs, identities, and behaviors. We'll also consider how consumers of media representations can and do contest and unsettle their embedded messages. Our emphasis will be on developing the research and analytical tools, modes of reading, and forms of critical practice that can help us to negotiate the increasingly mediated world in which we live.
13306;CAMS 105 First-Year Seminar: Twenty-first-Century Cinema;CAMS;105;First-Year Seminar: Twenty-first-Century Cinema;MTh;02:50 pm;04:00 pm ;Collins Cinema-CIN;Collins Cinema;CIN;1;12;0;12;;ARS;Arts, Music, Theatre, Film and Video;(s);An introduction to the cinematic experience, this course explores the excitement of recent global filmmaking with a special focus on independent and animated films to which students are unlikely to have been exposed so far (e.g. independent art films). Through selected films and readings, the seminar examines the basic elements of filmic language including mise-en-sc&egrave|ne, editing, cinematography, the relation of sound to image, and narrative structure. The major novelty of this seminar is its emphasis on the production of audiovisual essays. Students will learn the basics of videography, engaging with the material in a hands-on fashion. The kind of cinemas examined and the videography component make this seminar a must for adventurous minds interested in the multifaceted potential of audiovisual language.
11411;CAMS 135 Introduction to Video Production;CAMS;135;Introduction to Video Production;TF;09:50 am;12:20 pm ;Jewett Art Center-464;Jewett Art Center;464;1;8;0;4;;ARS;Arts, Music, Theatre, Film and Video;(s);Introduction to the principles of video production with emphasis on developing basic skills of recording with a video camera, scripting, directing, and editing short videos.
11412;CAMS 138 Photo I: Introduction to Photography;CAMS;138;Photo I: Introduction to Photography;MTh;01:30 pm;04:00 pm ;Jewett Art Center-247;Jewett Art Center;247;1;13;1;14;;ARS;Arts, Music, Theatre, Film and Video;(s);Photo I is an introduction to the foundations of photography. Technical skills will be learned through camera work, lighting, and traditional darkroom practices. Conceptual, aesthetic, and critical skills essential to understanding photography&lsquo|s broader role in contemporary art and society will be learned through assignments, readings, discussions, lectures, gallery visits, and group critiques.
12642;CAMS 202 Between Reality and Magic: A Century of Cinema, Part 2;CAMS;202;Between Reality and Magic: A Century of Cinema, Part 2;M;07:00 pm;09:30 pm ;Collins Cinema-CIN;Collins Cinema;CIN;1;14;1;15;;ARS;Arts, Music, Theatre, Film and Video;(s);Cinema's first century is a vast, wondrous universe where art, media technology, and political economy variously intertwine. This course charts a path through this universe by casting a spotlight on exemplary constellations: films that captured our imagination, significant artists, groundbreaking movements, transnational synergies. Part 2 surveys postwar film history until the end of the twentieth century. We examine the worldwide emergence and energy of new cinemas during the epochal changes brought about by sexual and cultural revolutions, postcolonialism, and multiculturalism. Against the background of a shifting world order and technological transformations affecting how films are made, distributed, and viewed, we shall explore the vexed question of art cinema's implicit opposition to the ethos of fast consumption, asking ourselves: whither cinema after its hundredth anniversary?
14146;CAMS 203 Chinese Cinema (in English);CAMS;203;Chinese Cinema (in English);M;04:10 pm;05:20 pm ;Collins Cinema-CIN;Collins Cinema;CIN;1;20;5;25;;ARS;LL;(s);This course explores the cinematic conventions and experiments employed by Chinese filmmakers over the past hundred years. Unique Chinese film genres such as left-wing melodrama, martial arts films, and model play adaptations, as well as the three "new waves" in China's recent avant-garde cinema, will be examined and discussed. Individual filmic visions and techniques experimented with by important directors such as Fei Mu, Hou Hsiao-hsien, Zhang Yimou, and Jia Zhangke will be closely analyzed. Class discussions will aim to help students understand the history, politics, and aesthetics of Chinese cinema. Theoretical aspects of film studies will also be incorporated into class readings and discussions. No prior knowledge of China or film studies is required.
13986;CAMS 222 "Being There": Documentary Film and Media;CAMS;222;"Being There": Documentary Film and Media;T;11:10 am;01:20 pm ;Jewett Art Center-450;Jewett Art Center;450;1;7;13;20;;ARS;Arts, Music, Theatre, Film and Video;(s);This course surveys the history, theory, and practice of documentary film, considering the ways its forms and ethics have changed since the beginning of cinema. We study the major modes of the documentary, including cinema verit&eacute|, direct cinema, investigative documentary, ethnographic film, agit-prop and activist media, and the personal essay, as well as recent forms such as the docudrama, the archival film, &ldquo|mockumentary,&rdquo| and Web-based forms. We will examine the &ldquo|reality effects&rdquo| of these works, focusing on the ways in which they create their authority. We will ask: How do these films shape notions of truth, reality, and point of view? What are the ethics and politics of representation and who speaks for whom when we watch a documentary? What do documentaries make visible or conceal?
12644;CAMS 234 The Art of Screenwriting;CAMS;234;The Art of Screenwriting;W;09:50 am;12:20 pm ;Founders Hall-121;Founders Hall;121;1;15;0;3;;ARS;LL;(s);A creative writing course in a workshop setting for those interested in the theory and practice of writing for film. The course focuses on the full-length feature film, both original screenplays and screen adaptations of literary work. Enrollment is limited to 15 students.
13644;CAMS 235 Intermediate Video Production/The Documentary Form;CAMS;235;Intermediate Video Production/The Documentary Form;M;01:30 pm;05:20 pm ;Jewett Art Center-464;Jewett Art Center;464;1;12;0;12;;ARS;Arts, Music, Theatre, Film and Video;(s);An exploration of the techniques and styles of producing documentary videos. We will survey current issues surrounding objectivity and representation as it concerns the documentary form. Strong emphasis on storytelling. Special focus on lighting, sound recording, and editing. We will screen and analyze various styles of documentary films. Final projects will be short documentaries.
13655;CAMS 238 Intermediate Digital Photography: the digital/analog rift;CAMS;238;Intermediate Digital Photography: the digital/analog rift;MTh;09:50 am;12:20 pm ;Jewett Art Center-457;Jewett Art Center;457;1;9;3;12;;ARS;Arts, Music, Theatre, Film and Video;(s);Building on the foundation of ARTS 108/CAMS 138, Intermediate Photography will address contemporary art photography practices that engage both traditional darkroom and digital processes. Students will develop photo-based projects while learning experimental darkroom techniques, advanced studio and location skills, digital scanning and retouching, inkjet printing, and multimedia production. Emphasis is on experimentation, research, and hybrid practices.
13643;CAMS 255 Dynamic Interface Design;CAMS;255;Dynamic Interface Design;TF;09:50 am;12:20 pm ;Jewett Art Center-247;Jewett Art Center;247;1;13;2;15;;ARS;Arts, Music, Theatre, Film and Video;(s);Critical examination of the expanding field of information and interface design for interactive media. Emphasis will be on effective visual communication, information design, and creative content within online media. Hands-on production will focus on design methods, multimedia Web, vector-based media, and dynamic audio. Screenings and discussions on contemporary practices, theoretical, artistic, and cultural issues.
14177;CAMS 300 Listening to Film;CAMS;300;Listening to Film;TF;09:50 am;11:00 am ;Jewett Art Center-209;Jewett Art Center;209;1;10;10;20;;ARS;Arts, Music, Theatre, Film and Video;(s);An intensive study of sound and music, and their relationship to image, in a wide range of cinematic contexts: mainstream movies, "art," and experimental films.  We will consider case studies in the the history of film music, "classic" scores by composers such as Bernard Hermann and Ennio Morricone, techniques of cinematic sound production (including sound effects as well as music), and questions of form, structure, and aesthetics.  Assignments will include opportunities to produce simple film scores as well as analytical or historical essays.  Students with a primary interest in either visual or aural studies are welcome.
14226;CAMS 305 Ethnographic Film;CAMS;305;Ethnographic Film;T;01:30 pm;04:00 pm ;Pendleton Hall East-216;Pendleton Hall East;216;1;10;5;15;;SBA;Social and Behavioral Analysis;(s);This seminar explores ethnographic film as a genre for representing "reality," anthropological knowledge, and cultural lives. We will examine how ethnographic film emerged in a particular intellectual and political economic context as well as how subsequent conceptual and formal innovations have shaped the genre. We will also consider social responses to ethnographic film in terms of the contexts for producing and circulating these works| the ethical and political concerns raised by cross-cultural representation| and the development of indigenous media and other practices in conversation with ethnographic film. Throughout the course, we will situate ethnographic film within the larger project for representing "culture," addressing the status of ethnographic film in relation to other documentary practices, including written ethnography, museum exhibitions, and documentary film.
13816;CHEM 101 First-Year Seminar: What's up with men & women? ... the science behind female/male differences;CHEM;101;First-Year Seminar: What's up with men & women? ... the science behind female/male differences;MTh;09:50 am;11:00 am ;Science Center-155;Science Center;155;1;16;0;16;;NPS;Natural and Physical Science;(s);Beyond the social construct of gender, what are the actual differences between the sexes? How do variations in the hard wiring of our brains, in our hormones and in our biochemistry make women and men different? Do men and women fall into distinct categories or onto a continuum?  We will investigate the biochemical origins and consequences of female/male differences in our minds, our bodies, our affections and our abilities. Lectures, active learning exercises and class discussions of papers from the primary literature will allow students to acquire a basic understanding of biochemical processes and gain insights into the methods used to address scientific questions. Writing assignments will challenge students to investigate what it means to be a woman in the 21st century.
11003;CHEM 105 Fundamentals of Chemistry with Laboratory;CHEM;105;Fundamentals of Chemistry with Laboratory;TWF;08:30 am;09:40 am ;Science Center-264;Science Center;264;1.25;24;4;28;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who have taken one year of high school chemistry and have a math background equivalent to two years of high school algebra. Students who have AP or IB credit in chemistry, and who elect CHEM 105, forfeit the AP or IB credit.
11004;CHEM 105 Fundamentals of Chemistry with Laboratory;CHEM;105;Fundamentals of Chemistry with Laboratory;TWF;09:50 am;11:00 am ;Science Center-278;Science Center;278;1.25;27;1;28;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who have taken one year of high school chemistry and have a math background equivalent to two years of high school algebra. Students who have AP or IB credit in chemistry, and who elect CHEM 105, forfeit the AP or IB credit.
11005;CHEM 105 Fundamentals of Chemistry with Laboratory;CHEM;105;Fundamentals of Chemistry with Laboratory;MTh;11:10 am;12:20 pm ;Science Center-104;Science Center;104;1.25;2;26;28;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who have taken one year of high school chemistry and have a math background equivalent to two years of high school algebra. Students who have AP or IB credit in chemistry, and who elect CHEM 105, forfeit the AP or IB credit.
11006;CHEM 105 Fundamentals of Chemistry with Laboratory;CHEM;105;Fundamentals of Chemistry with Laboratory;M;01:30 pm;05:00 pm ;Science Center-210;Science Center;210;0;10;6;16;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who have taken one year of high school chemistry and have a math background equivalent to two years of high school algebra. Students who have AP or IB credit in chemistry, and who elect CHEM 105, forfeit the AP or IB credit.
11007;CHEM 105 Fundamentals of Chemistry with Laboratory;CHEM;105;Fundamentals of Chemistry with Laboratory;M;01:30 pm;05:00 pm ;Science Center-212;Science Center;212;0;1;15;16;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who have taken one year of high school chemistry and have a math background equivalent to two years of high school algebra. Students who have AP or IB credit in chemistry, and who elect CHEM 105, forfeit the AP or IB credit.
11008;CHEM 105 Fundamentals of Chemistry with Laboratory;CHEM;105;Fundamentals of Chemistry with Laboratory;T;12:30 pm;04:00 pm ;Science Center-210;Science Center;210;0;13;3;16;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who have taken one year of high school chemistry and have a math background equivalent to two years of high school algebra. Students who have AP or IB credit in chemistry, and who elect CHEM 105, forfeit the AP or IB credit.
11009;CHEM 105 Fundamentals of Chemistry with Laboratory;CHEM;105;Fundamentals of Chemistry with Laboratory;W;02:15 pm;05:45 pm ;Science Center-210;Science Center;210;0;16;0;16;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who have taken one year of high school chemistry and have a math background equivalent to two years of high school algebra. Students who have AP or IB credit in chemistry, and who elect CHEM 105, forfeit the AP or IB credit.
11010;CHEM 105 Fundamentals of Chemistry with Laboratory;CHEM;105;Fundamentals of Chemistry with Laboratory;Th;01:30 pm;05:00 pm ;Science Center-210;Science Center;210;0;2;14;16;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who have taken one year of high school chemistry and have a math background equivalent to two years of high school algebra. Students who have AP or IB credit in chemistry, and who elect CHEM 105, forfeit the AP or IB credit.
11268;CHEM 105 Fundamentals of Chemistry with Laboratory;CHEM;105;Fundamentals of Chemistry with Laboratory;F;12:30 pm;04:00 pm ;Science Center-210;Science Center;210;0;11;5;16;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who have taken one year of high school chemistry and have a math background equivalent to two years of high school algebra. Students who have AP or IB credit in chemistry, and who elect CHEM 105, forfeit the AP or IB credit.
11980;CHEM 105P Fundamentals of Chemistry with Laboratory;CHEM;105P;Fundamentals of Chemistry with Laboratory;MTWThF;11:10 am;12:20 pm ;Science Center-E211;Science Center;E211;1.25;4;12;16;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who do not meet the prerequisites for CHEM 105 and for students who, because of their previous chemistry and math experiences, require additional academic support for the study of introductory chemistry. Includes two additional class meetings each week. Students in CHEM 105P must enroll in lab section 105P.
12005;CHEM 105P Fundamentals of Chemistry with Laboratory;CHEM;105P;Fundamentals of Chemistry with Laboratory;Th;01:30 pm;05:00 pm ;Science Center-212;Science Center;212;0;4;12;16;;MM;NPS;(s);This course is designed for students majoring in the physical and biological sciences as well as those wishing an introduction to modern molecular science. Core principles and applications of chemistry are combined to provide students with a conceptual understanding of chemistry that will help them in both their professional and everyday lives. Topics include principles of nuclear chemistry, atomic and molecular structure, molecular energetics, chemical equilibrium, and chemical kinetics. The laboratory work introduces students to synthesis and structural determination by infrared and other spectroscopic techniques, periodic properties, computational chemistry, statistical analysis, and various quantitative methods of analysis. This course is intended for students who do not meet the prerequisites for CHEM 105 and for students who, because of their previous chemistry and math experiences, require additional academic support for the study of introductory chemistry. Includes two additional class meetings each week. Students in CHEM 105P must enroll in lab section 105P.
14169;CHEM 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;CHEM;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;TF;09:50 am;11:00 am ;Science Center-392;Science Center;392;1.25;32;0;24;;;NPS;(s);<p class="sc-BodyText">This gateway course provides an integrated introduction to the application of chemical principles to understand biological systems and covers the content of both BISC 110/112 and CHEM 105.&nbsp| It is designed for students whose interests lie at the interface of chemistry and biology and must be taken concurrently with BISC 116. Students will learn how structure and function of biological systems are shaped by principles of atomic properties and chemical bonding. Cellular metabolism and molecular genetics are integrated with quantitative introductions to thermodynamics, equilibrium, and kinetics. Other topics motivated by the application of chemistry to biology include nuclear chemistry and cellular growth and differentiation. The laboratory is a hands-on introduction to spectroscopy, microscopy, and other experimental techniques, as well as quantitative analysis, experimental design, and scientific writing. Successful completion of this course enables a student to take any course for which either CHEM105 or BISC110/112 is a prerequisite.
