regNum;fullTitle;dept;dNum;titleString;day;time1;time2;credit;enrollment;available;max;distributions;distCode;distDescription;prerequisites
11691;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;T;06:00 pm;09:30 pm ;Science Center -316;0;6;10;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11692;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;W;02:15 pm;05:45 pm ;Science Center -316;0;14;2;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11693;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;Th;01:00 pm;04:30 pm ;Science Center -316;0;7;9;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11838;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;F;01:00 pm;04:30 pm ;Science Center -316;0;6;10;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
<title>BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach</title>
</head>
<div id="divHeaders" style="display: none|">BISC 116 01</div>
<div id="my_favorite_14165" style="display: none|"></div>
<div id="my_waitlist_14165" style="display: none|"></div>
<div class="professorhead col;BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;BISC;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;TF;11:10 am;12:20 pm ;Science Center -392;xs;3"><a target=_fac href=faculty_profiles.php?user=jgoss><img src="//www.wellesley.edu/sites/default/files/goss006_rect.jpg"></a></div><a class="professorname" target=_fac href=faculty_profiles.php?user=jgoss>John Goss</a><div class="coursedetail col;xs;12"><div class="col;;;NPS;One year of high school chemistry, math equivalent to two years of high school algebra, and fulfillment of the basic skills component of Quantitative Reasoning Requirement.Not open to students who have taken BISC 110 , BISC 112, CHEM 105, CHEM 105P, or CHEM 120. Students must attend lab during the first week to continue in the course. ;This gateway course provides an integrated introduction to the application of chemical principles to understand biological systems and covers the content of both BISC 110/112 and CHEM 105.&nbsp| It is designed for students whose interests lie at the interface of chemistry and biology and must be taken concurrently with CHEM 116. Students will learn how structure and function of biological systems are shaped by principles of atomic properties and chemical bonding. Cellular metabolism and molecular genetics are integrated with quantitative introductions to thermodynamics, equilibrium, and kinetics. Other topics motivated by the application of chemistry to biology include nuclear chemistry and cellular growth and differentiation. The laboratory is a hands-on introduction to spectroscopy, microscopy, and other experimental techniques, as well as quantitative analysis, experimental design, and scientific writing. Successful completion of this course enables a student to take any course for which either CHEM105 or BISC 110/112 is a prerequisite.
14167;BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;BISC;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;W;08:30 am;12:00 pm ;Science Center -310;0;16;0;12;;;NPS;One year of high school chemistry, math equivalent to two years of high school algebra, and fulfillment of the basic skills component of Quantitative Reasoning Requirement.Not open to students who have taken BISC 110 , BISC 112, CHEM 105, CHEM 105P, or CHEM 120. Students must attend lab during the first week to continue in the course. ;This gateway course provides an integrated introduction to the application of chemical principles to understand biological systems and covers the content of both BISC 110/112 and CHEM 105.&nbsp| It is designed for students whose interests lie at the interface of chemistry and biology and must be taken concurrently with CHEM 116. Students will learn how structure and function of biological systems are shaped by principles of atomic properties and chemical bonding. Cellular metabolism and molecular genetics are integrated with quantitative introductions to thermodynamics, equilibrium, and kinetics. Other topics motivated by the application of chemistry to biology include nuclear chemistry and cellular growth and differentiation. The laboratory is a hands-on introduction to spectroscopy, microscopy, and other experimental techniques, as well as quantitative analysis, experimental design, and scientific writing. Successful completion of this course enables a student to take any course for which either CHEM105 or BISC 110/112 is a prerequisite.
14168;BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;BISC;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;W;02:15 pm;05:45 pm ;Science Center -310;0;16;0;12;;;NPS;One year of high school chemistry, math equivalent to two years of high school algebra, and fulfillment of the basic skills component of Quantitative Reasoning Requirement.Not open to students who have taken BISC 110 , BISC 112, CHEM 105, CHEM 105P, or CHEM 120. Students must attend lab during the first week to continue in the course. ;This gateway course provides an integrated introduction to the application of chemical principles to understand biological systems and covers the content of both BISC 110/112 and CHEM 105.&nbsp| It is designed for students whose interests lie at the interface of chemistry and biology and must be taken concurrently with CHEM 116. Students will learn how structure and function of biological systems are shaped by principles of atomic properties and chemical bonding. Cellular metabolism and molecular genetics are integrated with quantitative introductions to thermodynamics, equilibrium, and kinetics. Other topics motivated by the application of chemistry to biology include nuclear chemistry and cellular growth and differentiation. The laboratory is a hands-on introduction to spectroscopy, microscopy, and other experimental techniques, as well as quantitative analysis, experimental design, and scientific writing. Successful completion of this course enables a student to take any course for which either CHEM105 or BISC 110/112 is a prerequisite.
10227;BISC 201 Ecology with Laboratory;BISC;201;Ecology with Laboratory;MTh;08:30 am;09:40 am ;Science Center -155;1.25;14;0;14;;NPS;QRF;BISC 108 or BISC 111/BISC 111T/BISC 113 or ES 101 or by permission of the instructor. ;An introduction to the scientific study of the interrelationships among organisms and their interactions with the environment. Topics include evolutionary adaptation in dynamic environments, behavioral ecology and life-history strategies, population growth and regulation, species interactions (competition, parasitism, mutualism, predation) and their consequences, and the structure and function of biological communities and ecosystems. Emphasis is placed on experimental ecology and its uses in addressing environmental issues such as the stability and resilience of ecosystems, conservation of endangered species, and effects of global climate change. Laboratory sessions occur primarily in the field, where students explore and study local habitats, including meadows, forests, bogs, dunes, marshes, lakes, and streams.
10257;BISC 201 Ecology with Laboratory;BISC;201;Ecology with Laboratory;M;01:30 pm;05:00 pm ;Science Center -161;0;14;0;14;;NPS;QRF;BISC 108 or BISC 111/BISC 111T/BISC 113 or ES 101 or by permission of the instructor. ;An introduction to the scientific study of the interrelationships among organisms and their interactions with the environment. Topics include evolutionary adaptation in dynamic environments, behavioral ecology and life-history strategies, population growth and regulation, species interactions (competition, parasitism, mutualism, predation) and their consequences, and the structure and function of biological communities and ecosystems. Emphasis is placed on experimental ecology and its uses in addressing environmental issues such as the stability and resilience of ecosystems, conservation of endangered species, and effects of global climate change. Laboratory sessions occur primarily in the field, where students explore and study local habitats, including meadows, forests, bogs, dunes, marshes, lakes, and streams.
10250;BISC 203 Comparative Physiology and Anatomy of Vertebrates with Laboratory;BISC;203;Comparative Physiology and Anatomy of Vertebrates with Laboratory;MTh;11:10 am;12:20 pm ;Science Center -278;1.25;34;2;36;;NPS;Natural and Physical Science;BISC 109 or BISC 111/BISC 111T/BISC 113, or permission of the instructor. ;The physiology and functional anatomy of vertebrate animals, with an emphasis on comparisons among representative groups. The course covers topics in thermoregulatory, osmoregulatory, reproductive, cardiovascular, respiratory, digestive, neural, and ecological physiology. The laboratories incorporate the study of preserved materials and physiological experiments.
10233;BISC 203 Comparative Physiology and Anatomy of Vertebrates with Laboratory;BISC;203;Comparative Physiology and Anatomy of Vertebrates with Laboratory;M;01:30 pm;05:00 pm ;Science Center -314;0;12;0;12;;NPS;Natural and Physical Science;BISC 109 or BISC 111/BISC 111T/BISC 113, or permission of the instructor. ;The physiology and functional anatomy of vertebrate animals, with an emphasis on comparisons among representative groups. The course covers topics in thermoregulatory, osmoregulatory, reproductive, cardiovascular, respiratory, digestive, neural, and ecological physiology. The laboratories incorporate the study of preserved materials and physiological experiments.
10221;BISC 203 Comparative Physiology and Anatomy of Vertebrates with Laboratory;BISC;203;Comparative Physiology and Anatomy of Vertebrates with Laboratory;T;12:30 pm;04:00 pm ;Science Center -314;0;11;1;12;;NPS;Natural and Physical Science;BISC 109 or BISC 111/BISC 111T/BISC 113, or permission of the instructor. ;The physiology and functional anatomy of vertebrate animals, with an emphasis on comparisons among representative groups. The course covers topics in thermoregulatory, osmoregulatory, reproductive, cardiovascular, respiratory, digestive, neural, and ecological physiology. The laboratories incorporate the study of preserved materials and physiological experiments.
11429;BISC 203 Comparative Physiology and Anatomy of Vertebrates with Laboratory;BISC;203;Comparative Physiology and Anatomy of Vertebrates with Laboratory;W;02:15 pm;05:45 pm ;Science Center -314;0;11;1;12;;NPS;Natural and Physical Science;BISC 109 or BISC 111/BISC 111T/BISC 113, or permission of the instructor. ;The physiology and functional anatomy of vertebrate animals, with an emphasis on comparisons among representative groups. The course covers topics in thermoregulatory, osmoregulatory, reproductive, cardiovascular, respiratory, digestive, neural, and ecological physiology. The laboratories incorporate the study of preserved materials and physiological experiments.
12628;BISC 209 Microbiology with Laboratory;BISC;209;Microbiology with Laboratory;TF;09:50 am;11:00 am ;Science Center E-111;1.25;24;0;24;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116. ;Introduction to bacteria, archaea, viruses, and eukaryotic microorganisms. Overview of the microbial world including a survey of the morphology, structure, function, and diversity of microorganisms and microbial effects on the environment. Introduction to the fundamental concepts of microbial evolution, genomics, metabolism, ecology, genetics, pathogenesis, and immunity. Investigation-based laboratories focused on microbial ecology and molecular genetics will provide students with experience in classical and modern techniques. Students must attend lab during the first week in order to continue in the course.
12629;BISC 209 Microbiology with Laboratory;BISC;209;Microbiology with Laboratory;W;02:15 pm;05:45 pm ;Science Center -302;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116. ;Introduction to bacteria, archaea, viruses, and eukaryotic microorganisms. Overview of the microbial world including a survey of the morphology, structure, function, and diversity of microorganisms and microbial effects on the environment. Introduction to the fundamental concepts of microbial evolution, genomics, metabolism, ecology, genetics, pathogenesis, and immunity. Investigation-based laboratories focused on microbial ecology and molecular genetics will provide students with experience in classical and modern techniques. Students must attend lab during the first week in order to continue in the course.
12630;BISC 209 Microbiology with Laboratory;BISC;209;Microbiology with Laboratory;Th;01:00 pm;04:30 pm ;Science Center -302;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116. ;Introduction to bacteria, archaea, viruses, and eukaryotic microorganisms. Overview of the microbial world including a survey of the morphology, structure, function, and diversity of microorganisms and microbial effects on the environment. Introduction to the fundamental concepts of microbial evolution, genomics, metabolism, ecology, genetics, pathogenesis, and immunity. Investigation-based laboratories focused on microbial ecology and molecular genetics will provide students with experience in classical and modern techniques. Students must attend lab during the first week in order to continue in the course.
10222;BISC 210 Marine Biology with Laboratory;BISC;210;Marine Biology with Laboratory;TF;11:10 am;12:20 pm ;Science Center -104;1.25;12;2;14;;NPS;Natural and Physical Science;BISC 111/BISC 111T/BISC 113 or ES 101, or by permission of the instructor. ;Oceans cover more than 70 percent of the Earth's surface and are our planet's primary life support system. This course examines adaptations and interactions of plants and animals in a variety of marine habitats. Focal habitats include the photic zone of the open ocean, the deep-sea, subtidal and intertidal zones, estuaries, and coral reefs. Emphasis is placed on the dominant organisms, food webs, and experimental studies conducted within each habitat. Laboratories will emphasize fieldwork in marine habitats as well as hands-on study of marine organism adaptation and anatomy.
10231;BISC 210 Marine Biology with Laboratory;BISC;210;Marine Biology with Laboratory;Th;01:00 pm;04:30 pm ;Science Center -161;0;12;2;14;;NPS;Natural and Physical Science;BISC 111/BISC 111T/BISC 113 or ES 101, or by permission of the instructor. ;Oceans cover more than 70 percent of the Earth's surface and are our planet's primary life support system. This course examines adaptations and interactions of plants and animals in a variety of marine habitats. Focal habitats include the photic zone of the open ocean, the deep-sea, subtidal and intertidal zones, estuaries, and coral reefs. Emphasis is placed on the dominant organisms, food webs, and experimental studies conducted within each habitat. Laboratories will emphasize fieldwork in marine habitats as well as hands-on study of marine organism adaptation and anatomy.
10263;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;W;02:15 pm;05:45 pm ;Science Center -316;0;14;2;16;;NPS;QRF;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111T/BISC 113. ;A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
12328;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;F;01:00 pm;04:30 pm ;Science Center -316;0;6;10;16;;NPS;QRF;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111T/BISC 113. ;A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11628;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;M;11:10 am;12:20 pm ;Science Center -155;1;8;8;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11629;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;Th;11:10 am;12:20 pm ;Science Center -155;1;13;3;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11684;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;M;01:30 pm;05:00 pm ;Science Center -310;0;11;5;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11685;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;M;06:00 pm;09:30 pm ;Science Center -310;0;10;6;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11686;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;T;12:30 pm;04:00 pm ;Science Center -310;0;12;4;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11687;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;Th;01:00 pm;04:30 pm ;Science Center -310;0;13;3;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11688;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;Th;06:00 pm;09:30 pm ;Science Center -310;0;5;11;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11841;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;F;01:00 pm;04:30 pm ;Science Center -310;0;3;13;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11630;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;M;11:10 am;12:20 pm ;Science Center -267;1;7;9;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11631;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;Th;11:10 am;12:20 pm ;Science Center -267;1;10;6;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11689;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;M;01:30 pm;05:00 pm ;Science Center -316;0;14;2;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11690;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;T;12:30 pm;04:00 pm ;Science Center -316;0;15;1;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
