regNum;fullTitle;dept;dNum;titleString;day;time1;time2;credit;enrollment;available;max;distributions;distCode;distDescription;prerequisites
13850;CHEM 330X Introduction to Physical Chemistry;CHEM;330X;Introduction to Physical Chemistry;TWF;09:50 am;11:00 am;1;21;4;25;;NPS;Natural and Physical Science;PHYS 202 and MATH 215
10611;CHEM 361 Analytical Chemistry with Laboratory;CHEM;361;Analytical Chemistry with Laboratory;MTh;01:30 pm;04:30 pm;1.25;11;0;8;;NPS;QRF;CHEM 205 and CHEM 211 or CHEM 120 and CHEM 211.
13761;CHEM 361 Analytical Chemistry with Laboratory;CHEM;361;Analytical Chemistry with Laboratory;TF;01:00 pm;04:00 pm;1.25;9;0;8;;NPS;QRF;CHEM 205 and CHEM 211 or CHEM 120 and CHEM 211.
10512;CHIN 101 Beginning Chinese;CHIN;101;Beginning Chinese;MTThF;08:30 am;09:40 am;1.25;1;14;15;;;None;None. Open only to students with no Chinese language background.
10513;CHIN 101 Beginning Chinese;CHIN;101;Beginning Chinese;MTThF;09:50 am;11:00 am;1.25;2;13;15;;;None;None. Open only to students with no Chinese language background.
11406;CHIN 103 Advanced Beginning Chinese;CHIN;103;Advanced Beginning Chinese;MWTh;09:50 am;11:00 am;1;2;13;15;;;None;Open to students who can speak some Chinese (Mandarin or other Chinese dialect), or who have some knowledge about reading and writing Chinese characters. Department placement test is required.
11622;CHIN 103 Advanced Beginning Chinese;CHIN;103;Advanced Beginning Chinese;MWTh;11:10 am;12:20 pm;1;3;12;15;;;None;Open to students who can speak some Chinese (Mandarin or other Chinese dialect), or who have some knowledge about reading and writing Chinese characters. Department placement test is required.
10514;CHIN 201 Intermediate Chinese;CHIN;201;Intermediate Chinese;MTThF;11:10 am;12:20 pm;1.25;13;2;15;;;None;CHIN 101-CHIN 102 or placement by the department.
10515;CHIN 201 Intermediate Chinese;CHIN;201;Intermediate Chinese;MTThF;01:30 pm;02:40 pm;1.25;6;9;15;;;None;CHIN 101-CHIN 102 or placement by the department.
10520;CHIN 203 Advanced Intermediate Chinese;CHIN;203;Advanced Intermediate Chinese;TWF;08:30 am;09:40 am;1;13;2;15;;;None;CHIN 103-CHIN 104 or placement by the department.
14179;CHIN 220 The Fall of the Ming in 1644, An Event in World Culture (In English);CHIN;220;The Fall of the Ming in 1644, An Event in World Culture (In English);MTh;02:50 pm;04:00 pm;1;5;20;25;;HS;LL;None
13989;CHIN 243 Chinese Cinema (in English);CHIN;243;Chinese Cinema (in English);M|W;04:10 pm|06:30 pm;05:20 pm|09:30 pm;1;20;5;25;;ARS|LL|Arts, Music, Theatre, Film and Video;Language and Literature||;None
13618;CHIN 244 Classical Chinese Theater (in English);CHIN;244;Classical Chinese Theater (in English);W;02:15 pm;04:45 pm;1;13;12;25;;ARS;LL;None
10154;CHIN 301 Advanced Chinese I;CHIN;301;Advanced Chinese I;TWF;09:50 am;11:00 am;1;15;0;15;;LL;Language and Literature;CHIN 201-CHIN 202 or permission of the instructor.
10527;CHIN 306 Advanced Reading in Twentieth-Century Literature and Culture;CHIN;306;Advanced Reading in Twentieth-Century Literature and Culture;MTh;01:30 pm;02:40 pm;1;6;9;15;;LL;Language and Literature;CHIN 204or CHIN 301| students entering the course through CHIN 301 are strongly encouraged to first complete CHIN 302 as well.
13660;CHIN 344 Classical Chinese Theater (in English);CHIN;344;Classical Chinese Theater (in English);W;02:15 pm;04:45 pm;1;13;12;25;;ARS;LL;One previous course in Chinese history or culture.
13145;CLCV 104 Classical Mythology;CLCV;104;Classical Mythology;TF;11:10 am;12:20 pm;1;27;8;10;;LL;REP;None
13640;CLCV 209 Literature On the Brain: Introduction to Cognitive Poetics ;CLCV;209;Literature On the Brain: Introduction to Cognitive Poetics;MTh;09:50 am;11:00 am;1;28;2;30;;EC;LL;None
13992;CLCV 214 Bronze Age Greece: Archaeology and Legend;CLCV;214;Bronze Age Greece: Archaeology and Legend;T|F;02:50 pm|02:50 pm;04:00 pm|04:00 pm;1;12;8;20;;HS|SBA|Historical Studies;Social and Behavioral Analysis||;None
13990;CLCV 230 War: From Troy to Baghdad;CLCV;230;War: From Troy to Baghdad;Th;06:00 pm;08:30 pm;1;21;4;25;;HS;LL;None
14147;CLCV 330 War: From Troy to Baghdad;CLCV;330;War: From Troy to Baghdad;Th;06:00 pm;08:30 pm;1;21;4;25;;HS;LL;Permission of the instructor required.
12857;CLSC 214 Evolution and Human Behavior;CLSC;214;Evolution and Human Behavior;TF;08:30 am;09:40 am;1;27;3;30;;EC;SBA;PSYC 101 or NEUR 100, AP score of 5 on the Psychology AP exam, or a score of 5, 6, or 7 on the Higher Level IB exam,or permission of the instructor.
13991;CLSC 300 Seminar: Topics in Cognitive and Linguistic Sciences;CLSC;300;Seminar: Topics in Cognitive and Linguistic Sciences;W;09:50 am;12:20 pm;1;17;0;15;;;Social and Behavioral Analysis or Epistemology and Cognition;Open to juniors and seniors who have taken one of PSYC 214, PSYC 215, CLSC/PSYC 216, PSYC 217, PSYC 218, PSYC 219, LING 114, PHIL 215, or CS 111, or permission of the instructor.
13149;CPLT 113 Studies in Fiction;CPLT;113;Studies in Fiction;MTh;11:10 am;12:20 pm;1;23;37;60;;LL;Language and Literature;None
14150;CPLT 180 What is World Literature?;CPLT;180;What is World Literature?;MTh;11:10 am;12:20 pm;1;4;56;60;;LL;Language and Literature;None
13826;CPLT 209 Literature On the Brain: Introduction to Cognitive Poetics ;CPLT;209;Literature On the Brain: Introduction to Cognitive Poetics;MTh;09:50 am;11:00 am;1;28;2;30;;EC;LL;None
13772;CPLT 236 The Girl in Modern East Asian Culture ;CPLT;236;The Girl in Modern East Asian Culture;TF;01:30 pm;02:40 pm;1;25;0;25;;ARS;LL;None
14152;CPLT 275 Translation and the Multilingual World;CPLT;275;Translation and the Multilingual World;MTh;02:50 pm;04:00 pm;1;14;16;30;;LL;Language and Literature;One course in literature (in any language) or permission of the instructor.Competence in a language or languages other than English is useful but not necessary. Open to students who have taken WRIT 118/ENG 118.
14153;CPLT 375 Translation and the Multilingual World;CPLT;375;Translation and the Multilingual World;MTh;02:50 pm;04:00 pm;1;14;16;30;;LL;Language and Literature;One course in literature (in any language) or permission of the instructor.Competence in a language or languages other than English is useful but not necessary. Open to students who have taken WRIT 118/ENG 118.
10006;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;MTh;08:30 am;09:40 am;1;14;12;10;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
10042;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;MTh;09:50 am;11:00 am;1;16;10;10;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
12882;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;MTh;11:10 am;12:20 pm;1;16;10;9;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
14183;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;MTh;01:30 pm;02:40 pm;1;13;13;10;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
10508;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;08:30 am;10:20 am;0;9;6;15;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
10509;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;10:30 am;12:20 pm;0;9;6;15;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
10510;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;10:30 am;12:20 pm;0;2;13;15;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
12086;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;01:30 pm;03:20 pm;0;15;0;15;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
12772;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;01:30 pm;03:20 pm;0;6;9;15;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
13303;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;W;10:30 am;12:20 pm;0;13;2;15;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
13817;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;W;02:15 pm;04:05 pm;0;5;10;15;;MM;Mathematical Modeling;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. No prior background with computers is expected.
14175;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;TF;09:50 am;11:00 am;1;22;2;24;;MM;Mathematical Modeling;None
14181;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;TF;11:10 am;12:20 pm;1;23;1;24;;MM;Mathematical Modeling;None
14197;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;Th;08:30 am;09:40 am;0;12;0;12;;MM;Mathematical Modeling;None
14198;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;Th;09:50 am;11:00 am;0;11;1;12;;MM;Mathematical Modeling;None
14199;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;Th;11:10 am;12:20 pm;0;12;0;12;;MM;Mathematical Modeling;None
14200;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;Th;01:30 pm;02:40 pm;0;10;2;12;;MM;Mathematical Modeling;None
14184;CS 220 Human-Computer Interaction;CS;220;Human-Computer Interaction;MTh;09:50 am;11:00 am;1;18;0;18;;MM;Mathematical Modeling;One of CS 110, CS 111, CS 112, CS 117
10062;CS 230 Data Structures;CS;230;Data Structures;TF;09:50 am;11:00 am;1;24;1;25;;MM;Mathematical Modeling;CS 111 or permission of the instructor. Students who received a grade of C or lower in CS 111 must contact the instructor before enrolling.
12877;CS 230 Data Structures;CS;230;Data Structures;TF;11:10 am;12:20 pm;1;16;9;25;;MM;Mathematical Modeling;CS 111 or permission of the instructor. Students who received a grade of C or lower in CS 111 must contact the instructor before enrolling.
14189;CS 230 Data Structures;CS;230;Data Structures;TF;01:30 pm;02:40 pm;1;17;8;25;;MM;Mathematical Modeling;CS 111 or permission of the instructor. Students who received a grade of C or lower in CS 111 must contact the instructor before enrolling.
10788;CS 230 Data Structures;CS;230;Data Structures;W;08:30 am;10:20 am;0;15;0;15;;MM;Mathematical Modeling;CS 111 or permission of the instructor. Students who received a grade of C or lower in CS 111 must contact the instructor before enrolling.
10789;CS 230 Data Structures;CS;230;Data Structures;W;08:30 am;10:20 am;0;1;14;15;;MM;Mathematical Modeling;CS 111 or permission of the instructor. Students who received a grade of C or lower in CS 111 must contact the instructor before enrolling.
12299;CS 230 Data Structures;CS;230;Data Structures;W;10:30 am;12:20 pm;0;15;0;15;;MM;Mathematical Modeling;CS 111 or permission of the instructor. Students who received a grade of C or lower in CS 111 must contact the instructor before enrolling.
13304;CS 230 Data Structures;CS;230;Data Structures;W;10:30 am;12:20 pm;0;10;5;15;;MM;Mathematical Modeling;CS 111 or permission of the instructor. Students who received a grade of C or lower in CS 111 must contact the instructor before enrolling.
14190;CS 230 Data Structures;CS;230;Data Structures;W;02:15 pm;04:05 pm;0;16;0;15;;MM;Mathematical Modeling;CS 111 or permission of the instructor. Students who received a grade of C or lower in CS 111 must contact the instructor before enrolling.
13153;CS 231 Fundamental Algorithms;CS;231;Fundamental Algorithms;MTh;01:30 pm;02:40 pm;1;25;0;25;;MM;Mathematical Modeling;CS 230 and either MATH 225 or permission of the instructor.
14185;CS 231 Fundamental Algorithms;CS;231;Fundamental Algorithms;MTh;02:50 pm;04:00 pm;1;13;12;25;;MM;Mathematical Modeling;CS 230 and either MATH 225 or permission of the instructor.
10859;CS 235 Languages and Automata;CS;235;Languages and Automata;MTh;11:10 am;12:20 pm;1;24;1;25;;MM;Mathematical Modeling;CS 230 and either MATH 225 or permission of the instructor.
13275;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;MTh;09:50 am;11:00 am;1.25;23;1;24;;MM;Mathematical Modeling;CS 111, CS 112, or permission of instructor.
14191;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;MTh;11:10 am;12:20 pm;1.25;24;0;24;;MM;Mathematical Modeling;CS 111, CS 112, or permission of instructor.
10026;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;T;08:30 am;11:30 am;0;11;1;12;;MM;Mathematical Modeling;CS 111, CS 112, or permission of instructor.
10878;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;T;01:30 pm;04:30 pm;0;12;0;12;;MM;Mathematical Modeling;CS 111, CS 112, or permission of instructor.
14192;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;W;02:15 pm;05:15 pm;0;12;0;12;;MM;Mathematical Modeling;CS 111, CS 112, or permission of instructor.
14193;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;W;05:30 pm;08:30 pm;0;12;0;12;;MM;Mathematical Modeling;CS 111, CS 112, or permission of instructor.
14186;CS 249 Topics in Computer Sciences;CS;249;Topics in Computer Sciences;MTh;02:50 pm;04:00 pm;1;13;5;18;;MM;Mathematical Modeling;CS 230 or permission of the instructor
13625;CS 251 Theory of Programming Languages;CS;251;Theory of Programming Languages;TWF;11:10 am;12:20 pm;1;18;7;25;;MM;Mathematical Modeling;CS 230 or permission of the instructor.
14187;CS 304 Databases with Web Interfaces;CS;304;Databases with Web Interfaces;TF;09:50 am;11:00 am;1;26;0;25;;MM;Mathematical Modeling;CS 230 or permission of the instructor.
12670;CS 307 Computer Graphics;CS;307;Computer Graphics;TF;01:30 pm;02:40 pm;1;23;2;25;;MM;Mathematical Modeling;CS 230 or permission of the instructor.
14188;CS 310 Foundations of Cryptology;CS;310;Foundations of Cryptology;MTh;08:30 am;09:40 am;1;10;15;25;;MM;Mathematical Modeling;CS 231 or CS 235 or permission of the instructor.
12671;CS 320 Tangible User Interfaces;CS;320;Tangible User Interfaces;MTh;01:30 pm;02:40 pm;1;18;0;18;;MM;Mathematical Modeling;CS 215, CS 220, or CS 230, or permission of the instructor.
13340;CS 322 Seminar: Learning and Teaching in a Digital World;CS;322;Seminar: Learning and Teaching in a Digital World;T;09:50 am;12:20 pm;1;3;11;14;;EC;Epistemology and Cognition;Permission of the instructor and one of EDUC 110, EDUC 215, or EDUC 216
14194;CS 332 Visual Processing by Computer and Biological Vision Systems;CS;332;Visual Processing by Computer and Biological Vision Systems;TF|W;08:30 am|08:30 am;09:40 am|09:40 am;1;17;8;25;;MM;Mathematical Modeling;CS 112 or CS 230, or permission of the instructor.
13773;EALC 236 The Girl in Modern East Asian Culture (In English);EALC;236;The Girl in Modern East Asian Culture (In English);TF;01:30 pm;02:40 pm;1;25;0;25;;ARS;LL;None
10012;ECON 101 Principles of Microeconomics;ECON;101;Principles of Microeconomics;MTh|W1;08:30 am|08:30 am;09:40 am|09:40 am;1;12;21;10;;SBA;Social and Behavioral Analysis;Fulfillment of the basic skills component of the Quantitative Reasoning requirement.
10088;ECON 101 Principles of Microeconomics;ECON;101;Principles of Microeconomics;MTh|W1;09:50 am|09:50 am;11:00 am|11:00 am;1;12;21;10;;SBA;Social and Behavioral Analysis;Fulfillment of the basic skills component of the Quantitative Reasoning requirement.
13430;ECON 101 Principles of Microeconomics;ECON;101;Principles of Microeconomics;MTh|W1;02:50 pm|03:35 pm;04:00 pm|04:45 pm;1;11;22;10;;SBA;Social and Behavioral Analysis;Fulfillment of the basic skills component of the Quantitative Reasoning requirement.
10947;ECON 101 Principles of Microeconomics;ECON;101;Principles of Microeconomics;TF|W2;08:30 am|08:30 am;09:40 am|09:40 am;1;7;26;10;;SBA;Social and Behavioral Analysis;Fulfillment of the basic skills component of the Quantitative Reasoning requirement.
13431;ECON 101 Principles of Microeconomics;ECON;101;Principles of Microeconomics;TF|W2;09:50 am|09:50 am;11:00 am|11:00 am;1;7;26;10;;SBA;Social and Behavioral Analysis;Fulfillment of the basic skills component of the Quantitative Reasoning requirement.
10083;ECON 102 Principles of Macroeconomics;ECON;102;Principles of Macroeconomics;MTh|W;01:30 pm|02:15 pm;02:40 pm|03:25 pm;1;30;3;33;;SBA;Social and Behavioral Analysis;ECON 101. Fulfillment of the basic skills component of the Quantitative Reasoning requirement.
10033;ECON 102 Principles of Macroeconomics;ECON;102;Principles of Macroeconomics;TF|W2;01:30 pm|02:15 pm;02:40 pm|03:25 pm;1;21;12;33;;SBA;Social and Behavioral Analysis;ECON 101. Fulfillment of the basic skills component of the Quantitative Reasoning requirement.
12186;ECON 103 Introduction to Probability and Statistical Methods;ECON;103;Introduction to Probability and Statistical Methods;MTh|W1;02:50 pm|03:35 pm;04:00 pm|04:45 pm;1;28;2;30;;QRF|SBA|QRF;Social and Behavioral Analysis||;ECON 101, ECON 102, or one course in sociology and fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken or are taking MATH 220, PSYC 205, or POL 199.
11312;ECON 103 Introduction to Probability and Statistical Methods;ECON;103;Introduction to Probability and Statistical Methods;TF|W2;08:30 am|08:30 am;09:40 am|09:40 am;1;28;2;30;;QRF|SBA|QRF;Social and Behavioral Analysis||;ECON 101, ECON 102, or one course in sociology and fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken or are taking MATH 220, PSYC 205, or POL 199.
11138;ECON 103 Introduction to Probability and Statistical Methods;ECON;103;Introduction to Probability and Statistical Methods;T;09:50 am;11:00 am;0;14;1;15;;QRF;SBA;ECON 101, ECON 102, or one course in sociology and fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken or are taking MATH 220, PSYC 205, or POL 199.
11139;ECON 103 Introduction to Probability and Statistical Methods;ECON;103;Introduction to Probability and Statistical Methods;T;11:10 am;12:20 pm;0;14;1;15;;QRF;SBA;ECON 101, ECON 102, or one course in sociology and fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken or are taking MATH 220, PSYC 205, or POL 199.
11140;ECON 103 Introduction to Probability and Statistical Methods;ECON;103;Introduction to Probability and Statistical Methods;W;09:50 am;11:00 am;0;13;2;15;;QRF;SBA;ECON 101, ECON 102, or one course in sociology and fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken or are taking MATH 220, PSYC 205, or POL 199.
11141;ECON 103 Introduction to Probability and Statistical Methods;ECON;103;Introduction to Probability and Statistical Methods;W;11:10 am;12:20 pm;0;15;0;15;;QRF;SBA;ECON 101, ECON 102, or one course in sociology and fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken or are taking MATH 220, PSYC 205, or POL 199.
11165;ECON 201 Intermediate Microeconomic Analysis;ECON;201;Intermediate Microeconomic Analysis;MWTh;11:10 am;12:20 pm;1;24;1;25;;SBA;Social and Behavioral Analysis;ECON 101, ECON 102 and one math course at the level of MATH 115 or higher. The math course must be taken at Wellesley.
10103;ECON 201 Intermediate Microeconomic Analysis;ECON;201;Intermediate Microeconomic Analysis;TF|W;09:50 am|09:50 am;11:00 am|11:00 am;1;22;3;25;;SBA;Social and Behavioral Analysis;ECON 101, ECON 102 and one math course at the level of MATH 115 or higher. The math course must be taken at Wellesley.
12763;ECON 201 Intermediate Microeconomic Analysis;ECON;201;Intermediate Microeconomic Analysis;TWF;11:10 am;12:20 pm;1;21;4;25;;SBA;Social and Behavioral Analysis;ECON 101, ECON 102 and one math course at the level of MATH 115 or higher. The math course must be taken at Wellesley.
10046;ECON 202 Intermediate Macroeconomic Analysis;ECON;202;Intermediate Macroeconomic Analysis;MTh|W;02:50 pm|03:35 pm;04:00 pm|04:45 pm;1;12;13;25;;SBA;Social and Behavioral Analysis;ECON 101, ECON 102, and one math course at the level of MATH 115 or higher. The math course must be taken at Wellesley.
10111;ECON 202 Intermediate Macroeconomic Analysis;ECON;202;Intermediate Macroeconomic Analysis;TF|W2;08:30 am|08:30 am;09:40 am|09:40 am;1;25;0;25;;SBA;Social and Behavioral Analysis;ECON 101, ECON 102, and one math course at the level of MATH 115 or higher. The math course must be taken at Wellesley.
11144;ECON 203 Econometrics;ECON;203;Econometrics;MWTh;08:30 am;09:40 am;1;23;2;25;;SBA;Social and Behavioral Analysis;ECON 101, ECON 102, and one math course at the level of MATH 115 or higher. The math course must be taken at Wellesley. One course in statistics (ECON 103, MATH 220, or PSYC 205) is also required.
11262;ECON 203 Econometrics;ECON;203;Econometrics;MWTh;09:50 am;11:00 am;1;25;0;25;;SBA;Social and Behavioral Analysis;ECON 101, ECON 102, and one math course at the level of MATH 115 or higher. The math course must be taken at Wellesley. One course in statistics (ECON 103, MATH 220, or PSYC 205) is also required.
12183;ECON 214 Trade Policy;ECON;214;Trade Policy;TF;11:10 am;12:20 pm;1;24;1;25;;SBA;Social and Behavioral Analysis;ECON 101 and ECON 102.
13630;ECON 222 Games of Strategy;ECON;222;Games of Strategy;MTh|W;02:50 pm|03:35 pm;04:00 pm|04:45 pm;1;20;1;21;;SBA;Social and Behavioral Analysis;ECON 101. Permission of the instructor required.
13993;ECON 232 Health Economics;ECON;232;Health Economics;MTh;01:30 pm;02:40 pm;1;25;0;25;;SBA;Social and Behavioral Analysis;ECON 101
13994;ECON 302 Advanced Macroeconomics;ECON;302;Advanced Macroeconomics;MTh;09:50 am;11:00 am;1;7;18;25;;SBA;Social and Behavioral Analysis;ECON 201, ECON 202, ECON 203, and MATH 205.
13995;ECON 303 Advanced Econometrics;ECON;303;Advanced Econometrics;MTh|W1;11:10 am|11:10 am;12:20 pm|12:20 pm;1;12;8;20;;SBA;Social and Behavioral Analysis;ECON 201, ECON 203, MATH 205. MATH 206 recommended. Students who have not taken MATH 206 should consult with the instructor.
13810;ECON 306 Economic Organizations in U.S. History;ECON;306;Economic Organizations in U.S. History;T;01:30 pm;04:00 pm;1;19;1;20;;HS;SBA;ECON 201, ECON 202, and ECON 203.
14218;ECON 311 Economics of Immigration;ECON;311;Economics of Immigration;TF;01:30 pm;02:40 pm;1;20;0;20;;SBA;Social and Behavioral Analysis;ECON 201 and ECON 203.
13997;ECON 313 Seminar: International Macroeconomics;ECON;313;Seminar: International Macroeconomics;TF|W2;11:10 am|11:10 am;12:20 pm|12:20 pm;1;19;1;20;;SBA;Social and Behavioral Analysis;ECON 202 and ECON 203.
13855;ECON 318 Economic Analysis of Social Policy;ECON;318;Economic Analysis of Social Policy;MTh;09:50 am;11:00 am;1;19;1;20;;SBA;Social and Behavioral Analysis;ECON 201 and ECON 203.
13576;ECON 320 Economic Development;ECON;320;Economic Development;MTh|W1;01:30 pm|02:15 pm;02:40 pm|03:25 pm;1;20;0;20;;SBA;Social and Behavioral Analysis;ECON 201 and ECON 203.
13998;ECON 324 Behavioral and Experimental Economics;ECON;324;Behavioral and Experimental Economics;MWTh;11:10 am;12:20 pm;1;19;1;20;;SBA;Social and Behavioral Analysis;ECON 201 and ECON 203.
11368;ECON 380 Economics Research Seminar;ECON;380;Economics Research Seminar;T;06:00 pm;07:30 pm;.5;0;20;20;;SBA;Social and Behavioral Analysis;Limited to senior Economics majors doing independent research.
14225;EDUC 117 First-Year Seminar: Understanding Diversity and Promoting Equity in Schools;EDUC;117;First-Year Seminar: Understanding Diversity and Promoting Equity in Schools;T;01:30 pm;04:00 pm;1;10;0;10;;SBA;Social and Behavioral Analysis;None. Open to first-year students only.
11794;EDUC 212 Seminar: History of American Education;EDUC;212;Seminar: History of American Education;T;01:30 pm;04:00 pm;1;15;3;4;;HS;Historical Studies;None
13662;EDUC 213 Seminar: Social and Emotional Learning and Development: Theoretically informed Practice for K-12 education;EDUC;213;Seminar: Social and Emotional Learning and Development: Theoretically informed Practice for K-12 education;W;02:15 pm;04:45 pm;1;15;0;15;;SBA;Social and Behavioral Analysis;None
11397;EDUC 216 Education and Social Policy;EDUC;216;Education and Social Policy;Th;09:50 am;12:20 pm;1;21;1;22;;SBA;Social and Behavioral Analysis;None
10143;EDUC 300 Teaching and Curriculum in Middle School and High School;EDUC;300;Teaching and Curriculum in Middle School and High School;M|Th;02:50 pm|01:30 pm;04:30 pm|04:00 pm;1;4;11;15;;EC;Epistemology and Cognition;One of EDUC 102, EDUC 117, EDUC 212, EDUC 215, EDUC 216, PSYC 248, PSYC 321, or MIT 11.124 or other approved course, or by permission of the instructor.
11257;EDUC 304 Curriculum and Instruction in Elementary Education;EDUC;304;Curriculum and Instruction in Elementary Education;T|Th;01:30 pm|04:10 pm;02:40 pm|06:40 pm;1;5;7;12;;EC;Epistemology and Cognition;or Corequisite: EDUC 310 or EDUC 314 or by permission of the instructor.
11011;EDUC 310 Seminar: Child Literacy and the Teaching of Reading;EDUC;310;Seminar: Child Literacy and the Teaching of Reading;W;09:50 am;12:20 pm;1;6;6;12;;EC;Epistemology and Cognition;Open to students who have taken at least one education course or by permission of instructor.
11344;EDUC 314 Learning and Teaching Mathematics: Content, Cognition, and Pedagogy;EDUC;314;Learning and Teaching Mathematics: Content, Cognition, and Pedagogy;M|W1;02:50 pm|03:55 pm;04:30 pm|06:25 pm;1;8;2;10;;EC;Epistemology and Cognition;One education course.
13339;EDUC 322 Seminar: Learning and Teaching in a Digital World;EDUC;322;Seminar: Learning and Teaching in a Digital World;T;09:50 am;12:20 pm;1;3;11;14;;EC;Epistemology and Cognition;Permission of instructor and one of EDUC 110, EDUC 215, or EDUC 216
12155;EDUC 325 Seminar: English as a Second Language via Immersion;EDUC;325;Seminar: English as a Second Language via Immersion;M;09:50 am;12:20 pm;1;7;5;12;;EC;Epistemology and Cognition;Open to students who have taken at least one education course or by permission of instructor.
13159;ENG 113 Studies in Fiction;ENG;113;Studies in Fiction;MTh;11:10 am;12:20 pm;1;23;37;60;;LL;Language and Literature;None.
13160;ENG 115 Great Works of Poetry;ENG;115;Great Works of Poetry;W;03:35 pm;06:05 pm;1;10;50;60;;LL;Language and Literature;None. Especially recommended to non-majors.
11999;ENG 120 Critical Interpretation;ENG;120;Critical Interpretation;TF;11:10 am;12:20 pm;1;11;4;15;;LL;Language and Literature;None. Primarily designed for, and required of, English majors. Ordinarily taken in first or sophomore year.
12824;ENG 150 First-Year Seminar: Creating Memory;ENG;150;First-Year Seminar: Creating Memory;TF;01:30 pm;02:40 pm;1;15;0;15;;LL;Language and Literature;None. Open only to first-year students.
14080;ENG 180 What Is World Literature?;ENG;180;What Is World Literature?;MTh;11:10 am;12:20 pm;1;4;56;60;;LL;Language and Literature;None
10132;ENG 202 Poetry;ENG;202;Poetry;W;09:50 am;12:20 pm;1;15;0;15;;LL;Language and Literature;None
10137;ENG 203 Short Narrative;ENG;203;Short Narrative;MTh;08:30 am;09:40 am;1;14;1;3;;LL;Language and Literature;None
11617;ENG 203 Short Narrative;ENG;203;Short Narrative;MTh;01:30 pm;02:40 pm;1;15;0;15;;LL;Language and Literature;None
12645;ENG 204 The Art of Screenwriting;ENG;204;The Art of Screenwriting;W;09:50 am;12:20 pm;1;15;0;3;;ARS;LL;None
14000;ENG 205 Writing for Children;ENG;205;Writing for Children;MTh;11:10 am;12:20 pm;1;15;0;15;;LL;Language and Literature;None
